state_name,county_name,total_population,total_area, percent_urban,percent_rural,full_name
Alabama,Autauga,54571,1539582278,58,42,"Autauga, Alabama"
Alabama,Baldwin,182265,4117521611,"57,72","42,28","Baldwin, Alabama"
Alabama,Barbour,27457,2291818968,"32,21","67,79","Barbour, Alabama"
Alabama,Bibb,22915,1612480789,"31,65","68,35","Bibb, Alabama"
Alabama,Blount,57322,1669961855,"10,05","89,95","Blount, Alabama"
Alabama,Bullock,10914,1613056905,"48,63","51,37","Bullock, Alabama"
Alabama,Butler,20947,2011976894,"28,77","71,23","Butler, Alabama"
Alabama,Calhoun,118572,1569189995,"66,3","33,7","Calhoun, Alabama"
Alabama,Chambers,34215,1545009282,"50,85","49,15","Chambers, Alabama"
Alabama,Cherokee,25989,1434075952,"14,26","85,74","Cherokee, Alabama"
Alabama,Chilton,43643,1794483586,"13,26","86,74","Chilton, Alabama"
Alabama,Choctaw,13859,2365954748,0,100,"Choctaw, Alabama"
Alabama,Clarke,25833,3207609488,"24,02","75,98","Clarke, Alabama"
Alabama,Clay,13932,1564252280,0,100,"Clay, Alabama"
Alabama,Cleburne,14972,1450652767,0,100,"Cleburne, Alabama"
Alabama,Coffee,49948,1758528786,"52,8","47,2","Coffee, Alabama"
Alabama,Colbert,54428,1534877333,"56,11","43,89","Colbert, Alabama"
Alabama,Conecuh,13228,2201894769,"19,05","80,95","Conecuh, Alabama"
Alabama,Coosa,11539,1685891075,0,100,"Coosa, Alabama"
Alabama,Covington,37765,2668869505,"30,35","69,65","Covington, Alabama"
Alabama,Crenshaw,13906,1576888006,0,100,"Crenshaw, Alabama"
Alabama,Cullman,80406,1903228333,"26,76","73,24","Cullman, Alabama"
Alabama,Dale,50251,1453371157,"49,11","50,89","Dale, Alabama"
Alabama,Dallas,43820,2534807386,"54,36","45,64","Dallas, Alabama"
Alabama,DeKalb,71109,2012662359,"9,87","90,13","DeKalb, Alabama"
Alabama,Elmore,79303,1601867593,"45,81","54,19","Elmore, Alabama"
Alabama,Escambia,38319,2447746932,"36,49","63,51","Escambia, Alabama"
Alabama,Etowah,104430,1385618994,"62,52","37,48","Etowah, Alabama"
Alabama,Fayette,17241,1625631609,"19,77","80,23","Fayette, Alabama"
Alabama,Franklin,31704,1641587713,"29,63","70,37","Franklin, Alabama"
Alabama,Geneva,26790,1487710425,"10,36","89,64","Geneva, Alabama"
Alabama,Greene,9045,1676007032,0,100,"Greene, Alabama"
Alabama,Hale,15760,1667803914,"10,83","89,17","Hale, Alabama"
Alabama,Henry,17302,1454926258,"12,25","87,75","Henry, Alabama"
Alabama,Houston,101547,1501737720,"66,2","33,8","Houston, Alabama"
Alabama,Jackson,53227,2791664869,"22,98","77,02","Jackson, Alabama"
Alabama,Jefferson,658466,2878192209,"90,17","9,83","Jefferson, Alabama"
Alabama,Lamar,14564,1566544654,0,100,"Lamar, Alabama"
Alabama,Lauderdale,92709,1729327931,"50,7","49,3","Lauderdale, Alabama"
Alabama,Lawrence,34339,1788846568,"8,71","91,29","Lawrence, Alabama"
Alabama,Lee,140247,1573510728,"72,59","27,41","Lee, Alabama"
Alabama,Limestone,82782,1450228326,"42,39","57,61","Limestone, Alabama"
Alabama,Lowndes,11299,1854199648,0,100,"Lowndes, Alabama"
Alabama,Macon,21452,1577005015,"44,45","55,55","Macon, Alabama"
Alabama,Madison,334811,2076116529,"83,56","16,44","Madison, Alabama"
Alabama,Marengo,21027,2530112461,"30,68","69,32","Marengo, Alabama"
Alabama,Marion,30776,1922526826,"11,15","88,85","Marion, Alabama"
Alabama,Marshall,93019,1465522757,"46,73","53,27","Marshall, Alabama"
Alabama,Mobile,412992,3184223082,"79,98","20,02","Mobile, Alabama"
Alabama,Monroe,23068,2656485275,"20,96","79,04","Monroe, Alabama"
Alabama,Montgomery,229363,2031190777,"89,51","10,49","Montgomery, Alabama"
Alabama,Morgan,119490,1500476319,"61,4","38,6","Morgan, Alabama"
Alabama,Perry,10591,1863920409,0,100,"Perry, Alabama"
Alabama,Pickens,19746,2282837059,0,100,"Pickens, Alabama"
Alabama,Pike,32899,1740715643,"48,32","51,68","Pike, Alabama"
Alabama,Randolph,22913,1503616599,"18,66","81,34","Randolph, Alabama"
Alabama,Russell,52947,1660545751,"64,59","35,41","Russell, Alabama"
Alabama,St. Clair,83593,1636619393,"27,2","72,8","St. Clair, Alabama"
Alabama,Shelby,195085,2032960300,"77,06","22,94","Shelby, Alabama"
Alabama,Sumter,13763,2341057426,0,100,"Sumter, Alabama"
Alabama,Talladega,82291,1908239516,"44,18","55,82","Talladega, Alabama"
Alabama,Tallapoosa,41616,1855780057,"25,77","74,23","Tallapoosa, Alabama"
Alabama,Tuscaloosa,194656,3423328940,"74,49","25,51","Tuscaloosa, Alabama"
Alabama,Walker,67023,2049177420,"25,91","74,09","Walker, Alabama"
Alabama,Washington,17581,2797722307,0,100,"Washington, Alabama"
Alabama,Wilcox,11670,2301200113,0,100,"Wilcox, Alabama"
Alabama,Winston,24484,1587607882,"15,11","84,89","Winston, Alabama"
Alaska,Aleutians East,3141,18083148800,0,100,"Aleutians East, Alaska"
Alaska,Aleutians West,5561,11370762625,0,100,"Aleutians West, Alaska"
Alaska,Anchorage,291826,4415108963,"95,88","4,12","Anchorage, Alaska"
Alaska,Bethel,17013,105075822708,"26,06","73,94","Bethel, Alaska"
Alaska,Bristol Bay,997,1304947207,0,100,"Bristol Bay, Alaska"
Alaska,Denali,1826,33026000538,0,100,"Denali, Alaska"
Alaska,Dillingham,4847,48092912615,0,100,"Dillingham, Alaska"
Alaska,Fairbanks North Star,97581,19005874393,"69,13","30,87","Fairbanks North Star, Alaska"
Alaska,Haines,2508,6005146534,0,100,"Haines, Alaska"
Alaska,Hoonah-Angoon,2150,19489439091,0,100,"Hoonah-Angoon, Alaska"
Alaska,Juneau,31275,6997968643,"78,46","21,54","Juneau, Alaska"
Alaska,Kenai Peninsula,55400,41634915224,"20,66","79,34","Kenai Peninsula, Alaska"
Alaska,Ketchikan Gateway,13477,12583232994,"76,81","23,19","Ketchikan Gateway, Alaska"
Alaska,Kodiak Island,13592,16963331761,"68,68","31,32","Kodiak Island, Alaska"
Alaska,Lake and Peninsula,1631,61258419419,0,100,"Lake and Peninsula, Alaska"
Alaska,Matanuska-Susitna,88995,63734160198,"49,71","50,29","Matanuska-Susitna, Alaska"
Alaska,Nome,9492,59470685832,"33,94","66,06","Nome, Alaska"
Alaska,North Slope,9430,229720054439,"40,67","59,33","North Slope, Alaska"
Alaska,Northwest Arctic,7523,92132564828,"42,54","57,46","Northwest Arctic, Alaska"
Alaska,Petersburg,3815,8500293927,0,100,"Petersburg, Alaska"
Alaska,Prince of Wales-Hyder,5559,10160193695,0,100,"Prince of Wales-Hyder, Alaska"
Alaska,Sitka,8881,7434143788,"79,12","20,88","Sitka, Alaska"
Alaska,Skagway,968,1171515798,0,100,"Skagway, Alaska"
Alaska,Southeast Fairbanks,7029,64150915284,0,100,"Southeast Fairbanks, Alaska"
Alaska,Valdez-Cordova,9636,88680877051,0,100,"Valdez-Cordova, Alaska"
Alaska,Wade Hampton,7459,44240705695,0,100,"Wade Hampton, Alaska"
Alaska,Wrangell,2369,6582411037,0,100,"Wrangell, Alaska"
Alaska,Yakutat,662,19812002035,0,100,"Yakutat, Alaska"
Alaska,Yukon-Koyukuk,5588,376855656455,0,100,"Yukon-Koyukuk, Alaska"
Arizona,Apache,71518,29001443825,"25,94","74,06","Apache, Arizona"
Arizona,Cochise,131346,15969063883,"63,7","36,3","Cochise, Arizona"
Arizona,Coconino,134421,48222689085,"68,53","31,47","Coconino, Arizona"
Arizona,Gila,53597,12322988718,"58,94","41,06","Gila, Arizona"
Arizona,Graham,37220,11972471194,"53,56","46,44","Graham, Arizona"
Arizona,Greenlee,8437,4773673819,"53,43","46,57","Greenlee, Arizona"
Arizona,La Paz,20489,11653984341,"43,67","56,33","La Paz, Arizona"
Arizona,Maricopa,3817117,23828260196,"97,64","2,36","Maricopa, Arizona"
Arizona,Mohave,200186,34475546921,"77,04","22,96","Mohave, Arizona"
Arizona,Navajo,107449,25771473007,"45,86","54,14","Navajo, Arizona"
Arizona,Pima,980263,23794311939,"92,48","7,52","Pima, Arizona"
Arizona,Pinal,375770,13896869603,"78,1","21,9","Pinal, Arizona"
Arizona,Santa Cruz,47420,3203598541,"73,12","26,88","Santa Cruz, Arizona"
Arizona,Yavapai,211033,21039764981,"66,8","33,2","Yavapai, Arizona"
Arizona,Yuma,195751,14281174361,"89,57","10,43","Yuma, Arizona"
Arkansas,Arkansas,19019,2560902522,"65,29","34,71","Arkansas, Arkansas"
Arkansas,Ashley,21853,2396641905,"48,32","51,68","Ashley, Arkansas"
Arkansas,Baxter,41513,1435587546,"34,16","65,84","Baxter, Arkansas"
Arkansas,Benton,221339,2194644508,"74,84","25,16","Benton, Arkansas"
Arkansas,Boone,36903,1528692190,"37,8","62,2","Boone, Arkansas"
Arkansas,Bradley,11508,1681500473,"50,41","49,59","Bradley, Arkansas"
Arkansas,Calhoun,5368,1628017155,0,100,"Calhoun, Arkansas"
Arkansas,Carroll,27446,1631917381,"27,17","72,83","Carroll, Arkansas"
Arkansas,Chicot,11800,1668740125,"45,72","54,28","Chicot, Arkansas"
Arkansas,Clark,22995,2243121932,"45,62","54,38","Clark, Arkansas"
Arkansas,Clay,16083,1656206452,"41,14","58,86","Clay, Arkansas"
Arkansas,Cleburne,25970,1434055831,"24,48","75,52","Cleburne, Arkansas"
Arkansas,Cleveland,8689,1548252069,0,100,"Cleveland, Arkansas"
Arkansas,Columbia,24552,1984066985,"42,51","57,49","Columbia, Arkansas"
Arkansas,Conway,21273,1430319825,"29,48","70,52","Conway, Arkansas"
Arkansas,Craighead,96443,1831656075,"67,83","32,17","Craighead, Arkansas"
Arkansas,Crawford,61948,1536106675,"48,04","51,96","Crawford, Arkansas"
Arkansas,Crittenden,50902,1579271661,"79,11","20,89","Crittenden, Arkansas"
Arkansas,Cross,17870,1596418434,"43,21","56,79","Cross, Arkansas"
Arkansas,Dallas,8116,1728522942,"47,36","52,64","Dallas, Arkansas"
Arkansas,Desha,13008,1989504302,"68,58","31,42","Desha, Arkansas"
Arkansas,Drew,18509,2145431293,"51,39","48,61","Drew, Arkansas"
Arkansas,Faulkner,113237,1678012685,"61,24","38,76","Faulkner, Arkansas"
Arkansas,Franklin,18125,1576932379,"17,4","82,6","Franklin, Arkansas"
Arkansas,Fulton,12245,1601114128,"7,08","92,92","Fulton, Arkansas"
Arkansas,Garland,96024,1755444878,"63,1","36,9","Garland, Arkansas"
Arkansas,Grant,17853,1636376859,"24,97","75,03","Grant, Arkansas"
Arkansas,Greene,42090,1496233476,"58,49","41,51","Greene, Arkansas"
Arkansas,Hempstead,22609,1884267810,"44,23","55,77","Hempstead, Arkansas"
Arkansas,Hot Spring,32923,1593367055,"34,03","65,97","Hot Spring, Arkansas"
Arkansas,Howard,13789,1524346632,"32,48","67,52","Howard, Arkansas"
Arkansas,Independence,36647,1978628920,"31,42","68,58","Independence, Arkansas"
Arkansas,Izard,13696,1503686209,0,100,"Izard, Arkansas"
Arkansas,Jackson,17997,1641892684,"34,94","65,06","Jackson, Arkansas"
Arkansas,Jefferson,77435,2255220650,"69,08","30,92","Jefferson, Arkansas"
Arkansas,Johnson,25540,1708883157,"28,63","71,37","Johnson, Arkansas"
Arkansas,Lafayette,7645,1368208312,0,100,"Lafayette, Arkansas"
Arkansas,Lawrence,17415,1521913098,"36,44","63,56","Lawrence, Arkansas"
Arkansas,Lee,10424,1560780566,"36,49","63,51","Lee, Arkansas"
Arkansas,Lincoln,14134,1454321132,0,100,"Lincoln, Arkansas"
Arkansas,Little River,13171,1378529805,"31,48","68,52","Little River, Arkansas"
Arkansas,Logan,22353,1834034439,"28,98","71,02","Logan, Arkansas"
Arkansas,Lonoke,68356,1996176993,"55,19","44,81","Lonoke, Arkansas"
Arkansas,Madison,15717,2160711386,0,100,"Madison, Arkansas"
Arkansas,Marion,16653,1546245256,0,100,"Marion, Arkansas"
Arkansas,Miller,43462,1620239736,"59,99","40,01","Miller, Arkansas"
Arkansas,Mississippi,46480,2332475973,"63,73","36,27","Mississippi, Arkansas"
Arkansas,Monroe,8149,1572439014,"31,02","68,98","Monroe, Arkansas"
Arkansas,Montgomery,9487,2019879948,0,100,"Montgomery, Arkansas"
Arkansas,Nevada,8997,1600189595,"30,82","69,18","Nevada, Arkansas"
Arkansas,Newton,8330,2126110054,0,100,"Newton, Arkansas"
Arkansas,Ouachita,26120,1897899921,"43,65","56,35","Ouachita, Arkansas"
Arkansas,Perry,10445,1428125735,0,100,"Perry, Arkansas"
Arkansas,Phillips,21757,1801758335,"52,03","47,97","Phillips, Arkansas"
Arkansas,Pike,11291,1555592368,0,100,"Pike, Arkansas"
Arkansas,Poinsett,24583,1964217602,"28,86","71,14","Poinsett, Arkansas"
Arkansas,Polk,20662,2221377955,"26,61","73,39","Polk, Arkansas"
Arkansas,Pope,61754,2104490517,"45,51","54,49","Pope, Arkansas"
Arkansas,Prairie,8715,1678203880,0,100,"Prairie, Arkansas"
Arkansas,Pulaski,382748,1967777404,"87,72","12,28","Pulaski, Arkansas"
Arkansas,Randolph,17969,1689166005,"32,58","67,42","Randolph, Arkansas"
Arkansas,St. Francis,28258,1644048592,"48,45","51,55","St. Francis, Arkansas"
Arkansas,Saline,107118,1874124567,"63,84","36,16","Saline, Arkansas"
Arkansas,Scott,11233,2311098364,"29,64","70,36","Scott, Arkansas"
Arkansas,Searcy,8195,1725176918,0,100,"Searcy, Arkansas"
Arkansas,Sebastian,125744,1377643728,"79,19","20,81","Sebastian, Arkansas"
Arkansas,Sevier,17058,1463670417,"36,4","63,6","Sevier, Arkansas"
Arkansas,Sharp,17264,1565489388,"19,94","80,06","Sharp, Arkansas"
Arkansas,Stone,12394,1570581314,0,100,"Stone, Arkansas"
Arkansas,Union,41639,2691552718,"45,5","54,5","Union, Arkansas"
Arkansas,Van Buren,17295,1834082139,0,100,"Van Buren, Arkansas"
Arkansas,Washington,203065,2439681852,"74,51","25,49","Washington, Arkansas"
Arkansas,White,77076,2680832626,"45,68","54,32","White, Arkansas"
Arkansas,Woodruff,7260,1519780744,0,100,"Woodruff, Arkansas"
Arkansas,Yell,22185,2408647209,"20,87","79,13","Yell, Arkansas"
California,Alameda,1510271,1914046110,"99,61","0,39","Alameda, California"
California,Alpine,1175,1912271907,0,100,"Alpine, California"
California,Amador,38091,1539962991,"39,58","60,42","Amador, California"
California,Butte,220000,4238423238,"81,1","18,9","Butte, California"
California,Calaveras,45578,2641819725,"24,59","75,41","Calaveras, California"
California,Colusa,21419,2980379369,"68,28","31,72","Colusa, California"
California,Contra Costa,1049025,1854268836,"99,21","0,79","Contra Costa, California"
California,Del Norte,28610,2606493856,"66,33","33,67","Del Norte, California"
California,El Dorado,181058,4423396606,"65,3","34,7","El Dorado, California"
California,Fresno,930450,15431126407,"89,19","10,81","Fresno, California"
California,Glenn,28122,3403106702,"59,13","40,87","Glenn, California"
California,Humboldt,134623,9241044673,"70,24","29,76","Humboldt, California"
California,Imperial,174528,10817352524,"82,58","17,42","Imperial, California"
California,Inyo,18546,26368354217,"53,57","46,43","Inyo, California"
California,Kern,839631,21061565098,"89,79","10,21","Kern, California"
California,Kings,152982,3598582308,"89,15","10,85","Kings, California"
California,Lake,64665,3254227528,"66,89","33,11","Lake, California"
California,Lassen,34895,11761612172,"29,47","70,53","Lassen, California"
California,Los Angeles,9818605,10509869649,"99,39","0,61","Los Angeles, California"
California,Madera,150865,5534982985,"67,08","32,92","Madera, California"
California,Marin,252409,1347585521,"93,48","6,52","Marin, California"
California,Mariposa,18251,3752416976,0,100,"Mariposa, California"
California,Mendocino,87841,9081386386,"54,77","45,23","Mendocino, California"
California,Merced,255793,5011554741,"85,73","14,27","Merced, California"
California,Modoc,9686,10146977156,"30,04","69,96","Modoc, California"
California,Mono,14202,7896827391,"54,17","45,83","Mono, California"
California,Monterey,415057,8496702738,"90,18","9,82","Monterey, California"
California,Napa,136484,1938247338,"86,6","13,4","Napa, California"
California,Nevada,98764,2480616988,"57,87","42,13","Nevada, California"
California,Orange,3010232,2047561084,"99,86","0,14","Orange, California"
California,Placer,348432,3644136017,"86,21","13,79","Placer, California"
California,Plumas,20007,6612350713,"25,98","74,02","Plumas, California"
California,Riverside,2189641,18664696661,"95,38","4,62","Riverside, California"
California,Sacramento,1418788,2498415670,"97,94","2,06","Sacramento, California"
California,San Benito,55269,3596742302,76,24,"San Benito, California"
California,San Bernardino,2035210,51947229509,"95,27","4,73","San Bernardino, California"
California,San Diego,3095313,10895120648,"96,7","3,3","San Diego, California"
California,San Francisco,805235,121399963,100,0,"San Francisco, California"
California,San Joaquin,685306,3603505998,"91,53","8,47","San Joaquin, California"
California,San Luis Obispo,269637,8543248461,"83,4","16,6","San Luis Obispo, California"
California,San Mateo,718451,1161371825,"98,11","1,89","San Mateo, California"
California,Santa Barbara,423895,7083838022,"94,98","5,02","Santa Barbara, California"
California,Santa Clara,1781642,3341343470,"98,92","1,08","Santa Clara, California"
California,Santa Cruz,262382,1152986019,"87,96","12,04","Santa Cruz, California"
California,Shasta,177223,9778246966,"70,71","29,29","Shasta, California"
California,Sierra,3240,2468813797,"0,28","99,72","Sierra, California"
California,Siskiyou,44900,16259652221,"34,17","65,83","Siskiyou, California"
California,Solano,413344,2128361199,"96,28","3,72","Solano, California"
California,Sonoma,483878,4081430136,"87,65","12,35","Sonoma, California"
California,Stanislaus,514453,3871582888,"92,02","7,98","Stanislaus, California"
California,Sutter,94737,1560235601,"85,2","14,8","Sutter, California"
California,Tehama,63463,7639709781,"48,51","51,49","Tehama, California"
California,Trinity,13786,8234229734,0,100,"Trinity, California"
California,Tulare,442179,12494658169,"84,52","15,48","Tulare, California"
California,Tuolumne,55365,5752062580,"51,03","48,97","Tuolumne, California"
California,Ventura,823318,4773691889,"96,88","3,12","Ventura, California"
California,Yolo,200849,2628032408,"93,07","6,93","Yolo, California"
California,Yuba,72155,1636454192,"73,78","26,22","Yuba, California"
Colorado,Adams,441603,3024207713,"96,38","3,62","Adams, Colorado"
Colorado,Alamosa,15445,1871636898,"63,13","36,87","Alamosa, Colorado"
Colorado,Arapahoe,572003,2067070049,"98,42","1,58","Arapahoe, Colorado"
Colorado,Archuleta,12084,3496937899,"40,62","59,38","Archuleta, Colorado"
Colorado,Baca,3788,6617333541,0,100,"Baca, Colorado"
Colorado,Bent,6499,3918292377,"62,04","37,96","Bent, Colorado"
Colorado,Boulder,294567,1881080439,"91,09","8,91","Boulder, Colorado"
Colorado,Broomfield,55889,85557538,"99,42","0,58","Broomfield, Colorado"
Colorado,Chaffee,17809,2624702242,"62,59","37,41","Chaffee, Colorado"
Colorado,Cheyenne,1836,4605713068,0,100,"Cheyenne, Colorado"
Colorado,Clear Creek,9088,1023632674,0,100,"Clear Creek, Colorado"
Colorado,Conejos,8256,3334326097,0,100,"Conejos, Colorado"
Colorado,Costilla,3524,3177789979,0,100,"Costilla, Colorado"
Colorado,Crowley,5823,2039411297,0,100,"Crowley, Colorado"
Colorado,Custer,4255,1913031045,0,100,"Custer, Colorado"
Colorado,Delta,30952,2957896781,"36,83","63,17","Delta, Colorado"
Colorado,Denver,600158,396268588,100,0,"Denver, Colorado"
Colorado,Dolores,2064,2763650142,0,100,"Dolores, Colorado"
Colorado,Douglas,285465,2176232357,"89,71","10,29","Douglas, Colorado"
Colorado,Eagle,52197,4362911978,"80,02","19,98","Eagle, Colorado"
Colorado,Elbert,23086,4793671177,0,100,"Elbert, Colorado"
Colorado,El Paso,622263,5508389808,"91,07","8,93","El Paso, Colorado"
Colorado,Fremont,46824,3970627343,"73,58","26,42","Fremont, Colorado"
Colorado,Garfield,56389,7634153703,"75,9","24,1","Garfield, Colorado"
Colorado,Gilpin,5441,388229109,0,100,"Gilpin, Colorado"
Colorado,Grand,14843,4781971576,"17,4","82,6","Grand, Colorado"
Colorado,Gunnison,15324,8389228965,"41,39","58,61","Gunnison, Colorado"
Colorado,Hinsdale,843,2893667726,0,100,"Hinsdale, Colorado"
Colorado,Huerfano,6711,4120672901,"43,85","56,15","Huerfano, Colorado"
Colorado,Jackson,1394,4179523206,0,100,"Jackson, Colorado"
Colorado,Jefferson,534543,1979289991,"93,1","6,9","Jefferson, Colorado"
Colorado,Kiowa,1398,4578495505,0,100,"Kiowa, Colorado"
Colorado,Kit Carson,8270,5596502129,"51,31","48,69","Kit Carson, Colorado"
Colorado,Lake,7310,976194289,"68,93","31,07","Lake, Colorado"
Colorado,La Plata,51334,4382462547,"40,05","59,95","La Plata, Colorado"
Colorado,Larimer,299630,6723613486,"88,34","11,66","Larimer, Colorado"
Colorado,Las Animas,15507,12361162110,"59,21","40,79","Las Animas, Colorado"
Colorado,Lincoln,5467,6676021407,0,100,"Lincoln, Colorado"
Colorado,Logan,22709,4761813494,"70,84","29,16","Logan, Colorado"
Colorado,Mesa,146723,8622002815,"87,32","12,68","Mesa, Colorado"
Colorado,Mineral,712,2267965576,0,100,"Mineral, Colorado"
Colorado,Moffat,13795,12285064917,"72,64","27,36","Moffat, Colorado"
Colorado,Montezuma,25535,5256450876,"32,82","67,18","Montezuma, Colorado"
Colorado,Montrose,41276,5803373218,"55,01","44,99","Montrose, Colorado"
Colorado,Morgan,28159,3316304952,"67,45","32,55","Morgan, Colorado"
Colorado,Otero,18831,3268465106,"65,59","34,41","Otero, Colorado"
Colorado,Ouray,4436,1402718909,0,100,"Ouray, Colorado"
Colorado,Park,16206,5682034441,0,100,"Park, Colorado"
Colorado,Phillips,4442,1781724987,0,100,"Phillips, Colorado"
Colorado,Pitkin,17148,2514094239,"55,8","44,2","Pitkin, Colorado"
Colorado,Prowers,12551,4243422095,"62,11","37,89","Prowers, Colorado"
Colorado,Pueblo,159063,6179980907,"85,85","14,15","Pueblo, Colorado"
Colorado,Rio Blanco,6666,8342179365,0,100,"Rio Blanco, Colorado"
Colorado,Rio Grande,11982,2361959921,"37,46","62,54","Rio Grande, Colorado"
Colorado,Routt,23509,6117619255,"54,82","45,18","Routt, Colorado"
Colorado,Saguache,6108,8206440775,0,100,"Saguache, Colorado"
Colorado,San Juan,699,1003588157,0,100,"San Juan, Colorado"
Colorado,San Miguel,7359,3332308274,0,100,"San Miguel, Colorado"
Colorado,Sedgwick,2379,1419419181,0,100,"Sedgwick, Colorado"
Colorado,Summit,27994,1575639358,"80,48","19,52","Summit, Colorado"
Colorado,Teller,23350,1442767059,"37,4","62,6","Teller, Colorado"
Colorado,Washington,4814,6521670287,0,100,"Washington, Colorado"
Colorado,Weld,252825,10326898753,"79,54","20,46","Weld, Colorado"
Colorado,Yuma,10043,6123779829,"35,09","64,91","Yuma, Colorado"
Connecticut,Fairfield,916829,1618456437,"95,42","4,58","Fairfield, Connecticut"
Connecticut,Hartford,894014,1903891914,"94,59","5,41","Hartford, Connecticut"
Connecticut,Litchfield,189927,2384238980,"58,55","41,45","Litchfield, Connecticut"
Connecticut,Middlesex,165676,956486234,"75,46","24,54","Middlesex, Connecticut"
Connecticut,New Haven,862477,1565663096,"96,36","3,64","New Haven, Connecticut"
Connecticut,New London,274055,1722025951,"74,19","25,81","New London, Connecticut"
Connecticut,Tolland,152691,1062448385,"61,79","38,21","Tolland, Connecticut"
Connecticut,Windham,118428,1328430430,"50,24","49,76","Windham, Connecticut"
Delaware,Kent,162310,1518196116,"73,03","26,97","Kent, Delaware"
Delaware,New Castle,538479,1104074798,"95,4","4,6","New Castle, Delaware"
Delaware,Sussex,197145,2424432871,"58,7","41,3","Sussex, Delaware"
District of Columbia,District of Columbia,601723,158114680,100,0,"District of Columbia, District of Columbia"
Florida,Alachua,247336,2266291505,"78,81","21,19","Alachua, Florida"
Florida,Baker,27115,1515741200,"40,51","59,49","Baker, Florida"
Florida,Bay,168852,1964400618,88,12,"Bay, Florida"
Florida,Bradford,28520,761356806,"24,47","75,53","Bradford, Florida"
Florida,Brevard,543376,2630557912,"94,93","5,07","Brevard, Florida"
Florida,Broward,1748066,3133329108,"99,98","0,02","Broward, Florida"
Florida,Calhoun,14625,1469389276,"32,49","67,51","Calhoun, Florida"
Florida,Charlotte,159978,1761913582,"91,12","8,88","Charlotte, Florida"
Florida,Citrus,141236,1506586255,"65,48","34,52","Citrus, Florida"
Florida,Clay,190865,1565286048,"85,03","14,97","Clay, Florida"
Florida,Collier,321520,5175636190,"91,51","8,49","Collier, Florida"
Florida,Columbia,67531,2065707648,"37,94","62,06","Columbia, Florida"
Florida,DeSoto,34862,1649975818,"53,76","46,24","DeSoto, Florida"
Florida,Dixie,16422,1826078949,"22,98","77,02","Dixie, Florida"
Florida,Duval,864263,1974068274,"97,09","2,91","Duval, Florida"
Florida,Escambia,297619,1700226567,"91,7","8,3","Escambia, Florida"
Florida,Flagler,95696,1257337716,"89,68","10,32","Flagler, Florida"
Florida,Franklin,11549,1384930964,"31,96","68,04","Franklin, Florida"
Florida,Gadsden,46389,1337293000,"34,62","65,38","Gadsden, Florida"
Florida,Gilchrist,16939,905658580,"16,08","83,92","Gilchrist, Florida"
Florida,Glades,12884,2087553927,"29,36","70,64","Glades, Florida"
Florida,Gulf,15863,1460784877,"22,91","77,09","Gulf, Florida"
Florida,Hamilton,14799,1330711074,"36,52","63,48","Hamilton, Florida"
Florida,Hardee,27731,1651849564,"52,19","47,81","Hardee, Florida"
Florida,Hendry,39140,2985609243,"62,11","37,89","Hendry, Florida"
Florida,Hernando,172778,1223869127,"80,62","19,38","Hernando, Florida"
Florida,Highlands,98786,2633020110,"78,93","21,07","Highlands, Florida"
Florida,Hillsborough,1229226,2642341101,"96,49","3,51","Hillsborough, Florida"
Florida,Holmes,19927,1240027821,"21,23","78,77","Holmes, Florida"
Florida,Indian River,138028,1302431761,"95,03","4,97","Indian River, Florida"
Florida,Jackson,49746,2376987362,"24,64","75,36","Jackson, Florida"
Florida,Jefferson,14761,1549059034,0,100,"Jefferson, Florida"
Florida,Lafayette,8870,1407428266,0,100,"Lafayette, Florida"
Florida,Lake,297052,2430396019,"80,75","19,25","Lake, Florida"
Florida,Lee,618754,2031879249,"94,18","5,82","Lee, Florida"
Florida,Leon,275487,1727138746,"87,69","12,31","Leon, Florida"
Florida,Levy,40801,2896139279,"7,95","92,05","Levy, Florida"
Florida,Liberty,8365,2164095370,0,100,"Liberty, Florida"
Florida,Madison,19224,1802497924,"19,99","80,01","Madison, Florida"
Florida,Manatee,322833,1924182235,"94,21","5,79","Manatee, Florida"
Florida,Marion,331298,4103955681,"68,97","31,03","Marion, Florida"
Florida,Martin,146318,1407565382,"91,52","8,48","Martin, Florida"
Florida,Miami-Dade,2496435,4915061046,"99,6","0,4","Miami-Dade, Florida"
Florida,Monroe,73090,2546689189,"91,29","8,71","Monroe, Florida"
Florida,Nassau,73314,1679967676,"51,85","48,15","Nassau, Florida"
Florida,Okaloosa,180822,2409328778,"87,9","12,1","Okaloosa, Florida"
Florida,Okeechobee,39996,1991462636,"63,45","36,55","Okeechobee, Florida"
Florida,Orange,1145956,2339870128,"97,96","2,04","Orange, Florida"
Florida,Osceola,268685,3438086444,"92,18","7,82","Osceola, Florida"
Florida,Palm Beach,1320134,5101663125,"98,96","1,04","Palm Beach, Florida"
Florida,Pasco,464697,1934425891,"90,53","9,47","Pasco, Florida"
Florida,Pinellas,916542,709135878,"99,72","0,28","Pinellas, Florida"
Florida,Polk,602095,4656375819,"86,49","13,51","Polk, Florida"
Florida,Putnam,74364,1884532662,"43,84","56,16","Putnam, Florida"
Florida,St. Johns,190039,1555689678,"76,23","23,77","St. Johns, Florida"
Florida,St. Lucie,277789,1481280881,"96,64","3,36","St. Lucie, Florida"
Florida,Santa Rosa,151372,2620043744,"79,01","20,99","Santa Rosa, Florida"
